Sales,Quantity,Discount,Profit,Region,Category,Year,Month,YearMonth,Anomaly,AlertLevel
866.4,4,0.0,225.264,South,Furniture,2016,2,2016-02,Normal,Normal
5.56,2,0.0,1.4456,South,Office Supplies,2015,3,2015-03,Normal,Normal
3.16,4,0.8,-8.532,Central,Office Supplies,2014,10,2014-10,Normal,Normal
1999.96,5,0.2,624.9875,Central,Technology,2014,10,2014-10,Anomaly,High Alert
46.152,3,0.2,12.1149,South,Furniture,2015,8,2015-08,Normal,Normal
32.985,3,0.5,-1.9791,South,Technology,2015,11,2015-11,Normal,Normal
481.32,4,0.0,125.1432,West,Office Supplies,2016,12,2016-12,Normal,Normal
6.384,1,0.2,2.1546,West,Office Supplies,2016,12,2016-12,Normal,Normal
542.94,3,0.0,152.0232,West,Office Supplies,2017,8,2017-08,Normal,Normal
54.92,4,0.0,19.7712,West,Furniture,2017,8,2017-08,Normal,Normal
1448.82,10,0.1,209.274,East,Furniture,2015,11,2015-11,Anomaly,High Alert
353.88,6,0.0,17.694,West,Office Supplies,2015,9,2015-09,Normal,Normal
333.576,3,0.2,25.0182,West,Technology,2014,11,2014-11,Normal,Normal
60.144,6,0.2,20.2986,Central,Office Supplies,2016,10,2016-10,Normal,Normal
85.2,6,0.2,20.235,Central,Technology,2017,9,2017-09,Normal,Normal
3.15,1,0.0,1.512,East,Office Supplies,2015,2,2015-02,Normal,Normal
22.72,4,0.0,10.224,East,Office Supplies,2015,2,2015-02,Normal,Normal
14.91,3,0.0,4.6221,West,Furniture,2015,9,2015-09,Normal,Normal
1158.12,4,0.0,335.8548,West,Office Supplies,2015,9,2015-09,Normal,Normal
599.99,1,0.0,233.9961,Central,Technology,2015,11,2015-11,Normal,Normal
23.968,2,0.2,2.3968,Central,Office Supplies,2016,8,2016-08,Normal,Normal
638.288,7,0.2,-31.9144,West,Furniture,2016,4,2016-04,Normal,Normal
13.208,1,0.2,4.6228,West,Office Supplies,2016,4,2016-04,Normal,Normal
15.528,3,0.2,5.823,East,Office Supplies,2016,12,2016-12,Normal,Normal
104.85,1,0.0,50.328,West,Office Supplies,2016,12,2016-12,Normal,Normal
30.48,3,0.0,7.9248,West,Office Supplies,2014,11,2014-11,Normal,Normal
112.648,1,0.2,11.2648,West,Furniture,2014,11,2014-11,Normal,Normal
71.976,3,0.2,24.2919,West,Technology,2015,4,2015-04,Normal,Normal
2.21,1,0.0,0.5967,West,Office Supplies,2015,12,2015-12,Normal,Normal
15.52,4,0.0,7.4496,West,Office Supplies,2015,12,2015-12,Normal,Normal
36.44,4,0.0,16.398,West,Office Supplies,2015,12,2015-12,Normal,Normal
217.764,6,0.7,-384.7164,West,Furniture,2017,10,2017-10,Anomaly,High Alert
39.072,6,0.2,4.3956,West,Office Supplies,2017,10,2017-10,Normal,Normal
22.638,7,0.7,-16.6012,West,Office Supplies,2017,10,2017-10,Normal,Normal
95.144,7,0.2,10.7037,West,Office Supplies,2017,10,2017-10,Normal,Normal
12.32,5,0.2,1.848,South,Furniture,2017,4,2017-04,Normal,Normal
4.419,3,0.7,-3.0933,South,Office Supplies,2017,4,2017-04,Normal,Normal
35.0,7,0.0,16.8,West,Office Supplies,2017,9,2017-09,Normal,Normal
72.784,1,0.2,0.0,West,Furniture,2017,9,2017-09,Normal,Normal
97.84,2,0.0,25.4384,West,Office Supplies,2017,9,2017-09,Normal,Normal
51.75,1,0.0,15.525,West,Furniture,2017,9,2017-09,Normal,Normal
46.672,2,0.2,16.3352,West,Office Supplies,2017,9,2017-09,Normal,Normal
1395.54,9,0.0,362.8404,East,Office Supplies,2014,9,2014-09,Anomaly,High Alert
117.36,4,0.0,36.3816,East,Furniture,2014,9,2014-09,Normal,Normal
18.9,3,0.0,8.694,East,Office Supplies,2014,9,2014-09,Normal,Normal
77.52,2,0.0,37.9848,East,Office Supplies,2014,9,2014-09,Normal,Normal
421.372,2,0.3,-6.0196,Central,Furniture,2014,8,2014-08,Normal,Normal
575.968,4,0.2,43.1976,Central,Technology,2014,7,2014-07,Normal,Normal
10.368,2,0.2,3.6288,Central,Office Supplies,2014,7,2014-07,Normal,Normal
15.984,2,0.2,1.1988,West,Technology,2015,3,2015-03,Normal,Normal
10.272,3,0.2,1.1556,East,Office Supplies,2017,5,2017-05,Normal,Normal
61.792,4,0.2,6.1792,Central,Office Supplies,2017,11,2017-11,Normal,Normal
205.9992,3,0.32,-27.2646,Central,Furniture,2017,11,2017-11,Normal,Normal
12.192,3,0.2,4.1148,South,Office Supplies,2016,9,2016-09,Normal,Normal
87.168,2,0.2,8.7168,South,Office Supplies,2016,9,2016-09,Normal,Normal
31.744,2,0.2,8.3328,South,Office Supplies,2016,9,2016-09,Normal,Normal
132.224,4,0.2,-18.1808,South,Furniture,2016,2,2016-02,Normal,Normal
105.52,4,0.0,48.5392,West,Office Supplies,2015,3,2015-03,Normal,Normal
91.96,2,0.0,15.6332,West,Furniture,2015,3,2015-03,Normal,Normal
1487.976,3,0.2,185.997,West,Technology,2015,3,2015-03,Normal,Normal
19.44,3,0.0,9.3312,East,Office Supplies,2015,7,2015-07,Normal,Normal
11.672,1,0.2,-0.7295,South,Technology,2015,6,2015-06,Normal,Normal
279.96,4,0.0,78.3888,East,Technology,2014,11,2014-11,Normal,Normal
12.912,3,0.2,4.6806,East,Office Supplies,2014,11,2014-11,Normal,Normal
17.088,4,0.2,5.7672,East,Office Supplies,2014,11,2014-11,Normal,Normal
93.15,9,0.0,44.712,East,Office Supplies,2014,11,2014-11,Normal,Normal
11.52,4,0.0,5.6448,East,Office Supplies,2014,11,2014-11,Normal,Normal
238.62,2,0.0,4.7724,West,Office Supplies,2017,5,2017-05,Normal,Normal
7.77,1,0.0,2.0979,West,Office Supplies,2017,5,2017-05,Normal,Normal
285.48,5,0.2,-10.7055,West,Furniture,2017,5,2017-05,Normal,Normal
19.168,4,0.2,6.4692,West,Office Supplies,2017,5,2017-05,Normal,Normal
26.136,3,0.2,1.9602,East,Office Supplies,2014,5,2014-05,Normal,Normal
419.4,4,0.0,201.312,East,Office Supplies,2017,9,2017-09,Normal,Normal
90.801,1,0.1,14.1246,East,Furniture,2017,9,2017-09,Normal,Normal
181.764,2,0.1,-8.0784,East,Furniture,2017,9,2017-09,Normal,Normal
5.56,2,0.0,2.224,East,Office Supplies,2017,9,2017-09,Normal,Normal
581.96,2,0.0,104.7528,Central,Furniture,2016,12,2016-12,Normal,Normal
29.98,1,0.0,8.0946,Central,Furniture,2016,12,2016-12,Normal,Normal
519.96,4,0.0,176.7864,West,Technology,2015,7,2015-07,Normal,Normal
6.264,3,0.2,2.0358,South,Office Supplies,2016,7,2016-07,Normal,Normal
363.92,5,0.2,0.0,South,Furniture,2016,7,2016-07,Normal,Normal
64.2,5,0.7,-42.8,South,Office Supplies,2015,6,2015-06,Normal,Normal
38.52,3,0.7,-26.964,South,Office Supplies,2015,6,2015-06,Normal,Normal
72.6,5,0.2,-8.1675,South,Technology,2015,6,2015-06,Normal,Normal
57.568,4,0.2,5.7568,West,Technology,2017,11,2017-11,Normal,Normal
83.7,5,0.0,3.348,West,Office Supplies,2015,3,2015-03,Normal,Normal
32.4,5,0.0,15.552,South,Office Supplies,2015,9,2015-09,Normal,Normal
47.98,2,0.0,11.0354,South,Furniture,2015,9,2015-09,Normal,Normal
415.968,4,0.2,51.996,West,Technology,2015,11,2015-11,Normal,Normal
304.9,5,0.0,6.098,West,Office Supplies,2015,11,2015-11,Normal,Normal
80.96,4,0.0,29.1456,West,Furniture,2015,11,2015-11,Normal,Normal
777.21,7,0.0,54.4047,West,Office Supplies,2015,11,2015-11,Normal,Normal
32.4,5,0.0,15.552,West,Office Supplies,2015,11,2015-11,Normal,Normal
225.568,2,0.2,2.8196,West,Furniture,2015,11,2015-11,Normal,Normal
36.6,3,0.0,15.372,West,Furniture,2015,11,2015-11,Normal,Normal
715.64,2,0.0,178.91,Central,Office Supplies,2015,11,2015-11,Normal,Normal
795.51,3,0.0,143.1918,Central,Office Supplies,2015,11,2015-11,Normal,Normal
549.99,1,0.0,274.995,Central,Technology,2015,11,2015-11,Normal,Normal
74.76,3,0.0,34.3896,Central,Office Supplies,2015,11,2015-11,Normal,Normal
29.22,3,0.0,12.8568,Central,Furniture,2015,11,2015-11,Normal,Normal
9.64,2,0.0,4.7236,South,Office Supplies,2014,9,2014-09,Normal,Normal
33.488,7,0.2,-1.2558,Central,Office Supplies,2015,8,2015-08,Normal,Normal
23.04,3,0.2,-4.896,Central,Office Supplies,2015,8,2015-08,Normal,Normal
1.362,1,0.8,-2.1792,Central,Office Supplies,2015,8,2015-08,Normal,Normal
14.76,5,0.6,-11.439,Central,Furniture,2015,8,2015-08,Normal,Normal
239.666,2,0.15,14.098,West,Furniture,2017,9,2017-09,Normal,Normal
301.96,2,0.0,45.294,South,Furniture,2015,11,2015-11,Normal,Normal
7.968,2,0.2,2.8884,East,Office Supplies,2015,4,2015-04,Normal,Normal
109.92,2,0.0,53.8608,South,Office Supplies,2016,5,2016-05,Normal,Normal
19.44,3,0.0,9.3312,South,Office Supplies,2016,5,2016-05,Normal,Normal
11.16,2,0.0,4.3524,South,Office Supplies,2016,5,2016-05,Normal,Normal
79.47,3,0.0,22.2516,East,Office Supplies,2014,8,2014-08,Normal,Normal
4.56,2,0.0,2.0064,East,Office Supplies,2014,8,2014-08,Normal,Normal
1133.35,5,0.0,294.671,East,Furniture,2014,8,2014-08,Normal,Normal
4.672,1,0.2,0.584,East,Office Supplies,2016,1,2016-01,Normal,Normal
104.58,6,0.7,-80.178,East,Office Supplies,2016,1,2016-01,Normal,Normal
1603.136,4,0.2,100.196,West,Furniture,2016,11,2016-11,Normal,Normal
1293.488,7,0.2,80.843,West,Furniture,2016,6,2016-06,Normal,Normal
127.95,3,0.0,21.7515,Central,Furniture,2016,9,2016-09,Normal,Normal
59.76,1,0.0,16.7328,South,Office Supplies,2017,3,2017-03,Normal,Normal
108.08,7,0.0,54.04,South,Office Supplies,2017,6,2017-06,Normal,Normal
9.54,3,0.0,4.3884,South,Office Supplies,2017,6,2017-06,Normal,Normal
11.736,3,0.2,1.0269,East,Office Supplies,2015,4,2015-04,Normal,Normal
447.86,7,0.0,219.4514,East,Office Supplies,2014,5,2014-05,Normal,Normal
17.94,3,0.0,8.7906,East,Office Supplies,2014,5,2014-05,Normal,Normal
245.88,6,0.0,68.8464,East,Office Supplies,2014,5,2014-05,Normal,Normal
192.16,4,0.0,92.2368,East,Office Supplies,2016,9,2016-09,Normal,Normal
801.568,2,0.2,50.098,West,Furniture,2016,9,2016-09,Normal,Normal
368.91,9,0.0,180.7659,West,Office Supplies,2016,9,2016-09,Normal,Normal
885.528,9,0.2,-99.6219,West,Furniture,2016,9,2016-09,Normal,Normal
28.28,2,0.0,7.3528,West,Furniture,2016,3,2016-03,Normal,Normal
4912.59,3,0.0,196.5036,West,Office Supplies,2016,3,2016-03,Anomaly,High Alert
14.352,3,0.2,5.0232,West,Office Supplies,2014,10,2014-10,Normal,Normal
179.97,3,0.0,86.3856,West,Technology,2014,10,2014-10,Normal,Normal
42.76,1,0.0,11.1176,East,Office Supplies,2017,10,2017-10,Normal,Normal
45.68,2,0.0,21.0128,South,Office Supplies,2015,5,2015-05,Normal,Normal
25.06,2,0.0,11.7782,East,Office Supplies,2016,4,2016-04,Normal,Normal
38.432,1,0.2,13.4512,Central,Office Supplies,2016,11,2016-11,Normal,Normal
21.568,2,0.2,1.6176,Central,Office Supplies,2016,11,2016-11,Normal,Normal
81.576,3,0.2,2.0394,Central,Technology,2016,11,2016-11,Normal,Normal
2.78,1,0.0,1.3622,South,Office Supplies,2017,9,2017-09,Normal,Normal
99.87,3,0.0,23.9688,West,Office Supplies,2017,9,2017-09,Normal,Normal
44.4,3,0.0,22.2,West,Office Supplies,2014,11,2014-11,Normal,Normal
21.4,5,0.0,9.63,West,Office Supplies,2014,11,2014-11,Normal,Normal
71.12,4,0.0,22.0472,Central,Furniture,2016,4,2016-04,Normal,Normal
259.96,4,0.0,124.7808,Central,Technology,2016,4,2016-04,Normal,Normal
9.78,1,0.0,4.89,West,Office Supplies,2017,1,2017-01,Normal,Normal
24.192,9,0.2,7.56,West,Office Supplies,2015,11,2015-11,Normal,Normal
31.56,3,0.0,10.4148,East,Furniture,2016,11,2016-11,Normal,Normal
59.94,3,0.0,28.1718,West,Office Supplies,2017,11,2017-11,Normal,Normal
45.36,4,0.0,22.2264,West,Office Supplies,2017,11,2017-11,Normal,Normal
26.4,5,0.0,12.672,West,Office Supplies,2017,11,2017-11,Normal,Normal
41.4,4,0.0,19.872,West,Office Supplies,2017,11,2017-11,Normal,Normal
16.95,1,0.0,1.017,West,Technology,2017,11,2017-11,Normal,Normal
24.704,2,0.2,9.264,West,Office Supplies,2016,12,2016-12,Normal,Normal
59.7,3,0.0,26.865,West,Office Supplies,2016,12,2016-12,Normal,Normal
14.52,3,0.0,5.6628,West,Furniture,2016,12,2016-12,Normal,Normal
104.184,3,0.2,33.8598,West,Office Supplies,2016,12,2016-12,Normal,Normal
46.53,3,0.0,13.0284,West,Office Supplies,2016,12,2016-12,Normal,Normal
25.5,3,0.0,6.63,South,Office Supplies,2014,8,2014-08,Normal,Normal
14.9,5,0.0,1.043,East,Office Supplies,2015,9,2015-09,Normal,Normal
87.71,7,0.0,41.2237,East,Office Supplies,2015,9,2015-09,Normal,Normal
199.764,2,0.1,8.8784,East,Furniture,2015,9,2015-09,Normal,Normal
94.6,4,0.0,27.434,East,Office Supplies,2015,9,2015-09,Normal,Normal
4228.704,6,0.2,158.5764,East,Furniture,2015,9,2015-09,Anomaly,High Alert
2003.92,5,0.2,-25.049,East,Furniture,2015,9,2015-09,Normal,Normal
209.97,3,0.0,58.7916,East,Technology,2015,9,2015-09,Normal,Normal
659.9,2,0.0,217.767,East,Technology,2015,9,2015-09,Normal,Normal
110.96,2,0.0,53.2608,East,Office Supplies,2015,9,2015-09,Normal,Normal
67.8,4,0.0,1.356,East,Technology,2015,9,2015-09,Normal,Normal
313.176,2,0.4,-120.0508,East,Furniture,2016,11,2016-11,Normal,Normal
22.96,7,0.0,6.6584,South,Office Supplies,2017,11,2017-11,Normal,Normal
1099.5,10,0.0,362.835,West,Technology,2017,6,2017-06,Anomaly,High Alert
1215.92,8,0.0,316.1392,South,Furniture,2014,4,2014-04,Anomaly,High Alert
7.31,1,0.0,3.4357,South,Office Supplies,2014,10,2014-10,Normal,Normal
8.92,4,0.0,3.9248,South,Furniture,2014,10,2014-10,Normal,Normal
87.21,3,0.5,-45.3492,East,Furniture,2017,7,2017-07,Normal,Normal
15.552,3,0.2,5.4432,East,Office Supplies,2017,7,2017-07,Normal,Normal
683.988,2,0.4,-113.998,East,Technology,2017,7,2017-07,Normal,Normal
13.392,3,0.2,1.0044,East,Office Supplies,2017,7,2017-07,Normal,Normal
16.776,3,0.2,4.8231,East,Technology,2017,7,2017-07,Normal,Normal
527.92,2,0.2,85.787,East,Technology,2017,7,2017-07,Normal,Normal
25.4,5,0.0,8.636,West,Furniture,2016,7,2016-07,Normal,Normal
177.48,3,0.2,19.9665,West,Technology,2016,7,2016-07,Normal,Normal
71.976,3,0.2,8.997,West,Technology,2016,7,2016-07,Normal,Normal
95.992,1,0.2,9.5992,Central,Technology,2017,5,2017-05,Normal,Normal
13.216,4,0.2,4.2952,Central,Office Supplies,2017,5,2017-05,Normal,Normal
435.84,12,0.0,130.752,West,Technology,2017,10,2017-10,Anomaly,High Alert
5.88,2,0.0,1.5876,West,Office Supplies,2017,10,2017-10,Normal,Normal
211.168,4,0.2,18.4772,West,Technology,2016,8,2016-08,Normal,Normal
6.28,1,0.0,2.6376,West,Furniture,2014,8,2014-08,Normal,Normal
95.1,5,0.0,30.432,West,Technology,2014,8,2014-08,Normal,Normal
25.92,4,0.0,12.4416,West,Office Supplies,2014,8,2014-08,Normal,Normal
48.84,4,0.0,13.1868,West,Office Supplies,2014,8,2014-08,Normal,Normal
25.9,5,0.0,12.691,Central,Office Supplies,2015,9,2015-09,Normal,Normal
42.68,4,0.0,19.6328,South,Office Supplies,2017,3,2017-03,Normal,Normal
299.97,3,0.0,125.9874,South,Technology,2017,3,2017-03,Normal,Normal
262.24,2,0.0,78.672,South,Office Supplies,2017,3,2017-03,Normal,Normal
234.36,6,0.0,112.4928,South,Office Supplies,2017,3,2017-03,Normal,Normal
20.736,4,0.2,7.2576,Central,Office Supplies,2017,4,2017-04,Normal,Normal
10.5,5,0.0,2.94,East,Office Supplies,2014,3,2014-03,Normal,Normal
23.968,2,0.2,7.7896,East,Furniture,2014,11,2014-11,Normal,Normal
521.96,4,0.5,-250.5408,East,Furniture,2014,11,2014-11,Anomaly,High Alert
676.55,5,0.0,6.7655,West,Office Supplies,2016,3,2016-03,Normal,Normal
154.9,5,0.0,40.274,West,Office Supplies,2016,3,2016-03,Normal,Normal
30.56,4,0.0,14.9744,West,Office Supplies,2016,3,2016-03,Normal,Normal
770.352,3,0.2,77.0352,West,Furniture,2016,3,2016-03,Normal,Normal
21.12,4,0.0,6.5472,West,Furniture,2017,2,2017-02,Normal,Normal
575.928,9,0.2,57.5928,West,Technology,2014,11,2014-11,Normal,Normal
7.78,2,0.0,2.0228,West,Office Supplies,2014,11,2014-11,Normal,Normal
123.92,4,0.0,55.764,West,Office Supplies,2014,11,2014-11,Normal,Normal
17.22,3,0.0,5.166,West,Office Supplies,2017,8,2017-08,Normal,Normal
226.56,6,0.0,63.4368,West,Office Supplies,2017,8,2017-08,Normal,Normal
107.88,3,0.2,10.788,West,Technology,2017,8,2017-08,Normal,Normal
81.98,2,0.0,40.1702,East,Office Supplies,2016,1,2016-01,Normal,Normal
104.85,1,0.0,50.328,West,Office Supplies,2014,7,2014-07,Normal,Normal
8.704,2,0.2,3.1552,West,Office Supplies,2014,7,2014-07,Normal,Normal
19.92,4,0.0,9.7608,West,Office Supplies,2014,7,2014-07,Normal,Normal
43.02,3,0.0,15.4872,West,Furniture,2014,7,2014-07,Normal,Normal
240.784,1,0.2,30.098,East,Furniture,2017,2,2017-02,Normal,Normal
414.96,2,0.0,124.488,East,Office Supplies,2015,12,2015-12,Normal,Normal
387.72,5,0.2,-67.851,South,Office Supplies,2016,10,2016-10,Normal,Normal
360.38,2,0.0,93.6988,Central,Office Supplies,2017,7,2017-07,Normal,Normal
13.56,2,0.0,6.2376,Central,Office Supplies,2017,7,2017-07,Normal,Normal
552.0,10,0.2,34.5,West,Technology,2017,4,2017-04,Normal,Normal
429.9,5,0.0,111.774,Central,Furniture,2014,9,2014-09,Normal,Normal
32.06,2,0.0,15.3888,Central,Office Supplies,2014,9,2014-09,Normal,Normal
161.96,2,0.0,45.3488,Central,Furniture,2014,9,2014-09,Normal,Normal
19.86,2,0.0,5.7594,Central,Office Supplies,2014,9,2014-09,Normal,Normal
12.96,2,0.0,6.3504,East,Office Supplies,2016,11,2016-11,Normal,Normal
20.544,6,0.2,6.42,East,Office Supplies,2017,9,2017-09,Normal,Normal
185.58,6,0.0,76.0878,South,Furniture,2016,7,2016-07,Normal,Normal
77.56,2,0.0,35.6776,South,Office Supplies,2016,7,2016-07,Normal,Normal
87.92,4,0.0,0.8792,South,Office Supplies,2016,7,2016-07,Normal,Normal
245.94,6,0.0,120.5106,South,Office Supplies,2016,7,2016-07,Normal,Normal
8.6,1,0.0,4.042,South,Office Supplies,2016,7,2016-07,Normal,Normal
504.9,5,0.0,126.225,South,Furniture,2016,7,2016-07,Normal,Normal
2357.488,7,0.2,884.058,West,Office Supplies,2017,9,2017-09,Anomaly,High Alert
369.544,7,0.2,32.3351,West,Technology,2017,9,2017-09,Normal,Normal
184.752,3,0.2,-20.7846,West,Furniture,2017,9,2017-09,Normal,Normal
64.96,5,0.2,-4.06,East,Office Supplies,2016,12,2016-12,Normal,Normal
13.52,2,0.2,1.69,East,Office Supplies,2016,12,2016-12,Normal,Normal
458.43,5,0.3,-137.529,East,Furniture,2016,12,2016-12,Normal,Normal
387.136,4,0.2,24.196,East,Office Supplies,2016,12,2016-12,Normal,Normal
328.59,3,0.4,-147.8655,East,Furniture,2016,12,2016-12,Normal,Normal
338.352,3,0.2,4.2294,West,Furniture,2014,12,2014-12,Normal,Normal
25.92,4,0.0,12.4416,West,Office Supplies,2014,12,2014-12,Normal,Normal
91.36,4,0.0,42.0256,West,Office Supplies,2014,12,2014-12,Normal,Normal
87.96,3,0.2,7.6965,West,Furniture,2014,12,2014-12,Normal,Normal
5.214,2,0.7,-4.1712,West,Office Supplies,2014,12,2014-12,Normal,Normal
12.294,1,0.7,-8.6058,South,Office Supplies,2017,9,2017-09,Normal,Normal
19.76,4,0.0,8.2992,West,Furniture,2017,9,2017-09,Normal,Normal
109.764,2,0.1,8.5372,East,Furniture,2015,11,2015-11,Normal,Normal
128.85,3,0.0,3.8655,East,Technology,2017,12,2017-12,Normal,Normal
127.95,3,0.0,21.7515,South,Furniture,2017,4,2017-04,Normal,Normal
68.52,3,0.0,31.5192,West,Office Supplies,2015,12,2015-12,Normal,Normal
74.94,3,0.0,14.2386,West,Office Supplies,2015,12,2015-12,Normal,Normal
2548.56,6,0.2,286.713,West,Technology,2015,12,2015-12,Anomaly,High Alert
271.44,3,0.0,122.148,West,Office Supplies,2015,12,2015-12,Normal,Normal
287.88,3,0.2,35.985,West,Technology,2015,12,2015-12,Normal,Normal
14.9,5,0.0,7.152,West,Office Supplies,2016,3,2016-03,Normal,Normal
4158.912,8,0.2,363.9048,West,Technology,2016,3,2016-03,Anomaly,High Alert
91.96,2,0.0,15.6332,West,Furniture,2014,4,2014-04,Normal,Normal
33.11,7,0.0,12.9129,West,Furniture,2014,4,2014-04,Normal,Normal
19.44,3,0.0,9.3312,West,Office Supplies,2014,4,2014-04,Normal,Normal
55.48,1,0.0,26.6304,West,Office Supplies,2014,4,2014-04,Normal,Normal
91.92,5,0.2,11.49,East,Office Supplies,2014,10,2014-10,Normal,Normal
17.34,2,0.0,4.6818,South,Office Supplies,2016,8,2016-08,Normal,Normal
71.98,2,0.0,15.1158,South,Technology,2016,8,2016-08,Normal,Normal
7.08,3,0.2,2.478,Central,Office Supplies,2014,11,2014-11,Normal,Normal
69.98,2,0.0,4.8986,East,Technology,2017,4,2017-04,Normal,Normal
646.272,8,0.2,64.6272,East,Office Supplies,2017,8,2017-08,Normal,Normal
10.368,2,0.2,3.7584,East,Office Supplies,2017,8,2017-08,Normal,Normal
8.4,5,0.0,0.336,West,Office Supplies,2017,2,2017-02,Normal,Normal
71.96,5,0.2,25.186,West,Technology,2017,2,2017-02,Normal,Normal
18.48,2,0.2,6.006,South,Office Supplies,2016,11,2016-11,Normal,Normal
9.84,3,0.0,2.8536,West,Office Supplies,2016,11,2016-11,Normal,Normal
239.24,1,0.2,23.924,South,Furniture,2017,7,2017-07,Normal,Normal
21.12,4,0.0,6.5472,East,Furniture,2016,12,2016-12,Normal,Normal
54.9,5,0.0,15.372,East,Office Supplies,2017,4,2017-04,Normal,Normal
15.24,3,0.0,5.1816,West,Furniture,2015,12,2015-12,Normal,Normal
19.568,2,0.8,-52.8336,Central,Office Supplies,2015,4,2015-04,Normal,Normal
310.392,4,0.8,-512.1468,Central,Office Supplies,2015,4,2015-04,Anomaly,High Alert
42.6,3,0.0,16.614,South,Furniture,2016,9,2016-09,Normal,Normal
113.94,6,0.0,54.6912,South,Office Supplies,2016,9,2016-09,Normal,Normal
129.92,4,0.0,5.1968,South,Office Supplies,2016,9,2016-09,Normal,Normal
5.28,3,0.0,2.5344,South,Office Supplies,2016,9,2016-09,Normal,Normal
859.2,3,0.2,75.18,West,Technology,2017,9,2017-09,Normal,Normal
506.28,3,0.2,177.198,West,Technology,2017,9,2017-09,Normal,Normal
14.368,2,0.2,3.9512,West,Furniture,2016,2,2016-02,Normal,Normal
314.352,3,0.2,-35.3646,South,Furniture,2017,5,2017-05,Normal,Normal
27.888,7,0.2,10.1094,South,Office Supplies,2017,5,2017-05,Normal,Normal
238.152,3,0.2,89.307,West,Furniture,2015,9,2015-09,Normal,Normal
692.94,3,0.0,173.235,Central,Furniture,2016,6,2016-06,Normal,Normal
16.146,9,0.7,-12.9168,South,Office Supplies,2015,11,2015-11,Normal,Normal
1345.485,5,0.7,-1031.5385,South,Office Supplies,2015,11,2015-11,Anomaly,High Alert
173.488,7,0.2,54.215,Central,Office Supplies,2016,6,2016-06,Normal,Normal
57.75,5,0.0,16.17,Central,Office Supplies,2015,4,2015-04,Normal,Normal
272.4,5,0.0,76.272,Central,Office Supplies,2015,4,2015-04,Normal,Normal
11.952,3,0.2,4.0338,East,Office Supplies,2016,9,2016-09,Normal,Normal
28.0,4,0.2,7.7,East,Furniture,2016,9,2016-09,Normal,Normal
12.201,7,0.7,-9.7608,East,Office Supplies,2016,9,2016-09,Normal,Normal
2.068,1,0.8,-3.4122,Central,Office Supplies,2016,8,2016-08,Normal,Normal
83.84,8,0.2,30.392,Central,Office Supplies,2016,8,2016-08,Normal,Normal
11.36,2,0.0,5.3392,East,Office Supplies,2014,3,2014-03,Normal,Normal
36.4,5,0.0,17.472,East,Office Supplies,2014,3,2014-03,Normal,Normal
27.968,2,0.2,6.992,East,Technology,2014,12,2014-12,Normal,Normal
142.04,4,0.0,38.3508,East,Office Supplies,2015,4,2015-04,Normal,Normal
14.67,3,0.0,6.0147,East,Office Supplies,2015,4,2015-04,Normal,Normal
1199.96,5,0.2,224.9925,West,Technology,2015,12,2015-12,Normal,Normal
12.6,3,0.0,6.174,West,Office Supplies,2015,12,2015-12,Normal,Normal
17.94,3,0.0,8.073,West,Office Supplies,2015,12,2015-12,Normal,Normal
23.904,6,0.2,7.7688,East,Office Supplies,2015,4,2015-04,Normal,Normal
88.96,8,0.2,10.008,South,Office Supplies,2015,1,2015-01,Normal,Normal
518.272,8,0.2,-97.176,West,Furniture,2017,5,2017-05,Normal,Normal
6.98,1,0.0,3.3504,West,Furniture,2017,5,2017-05,Normal,Normal
343.2,1,0.2,38.61,West,Technology,2017,5,2017-05,Normal,Normal
17.544,3,0.2,5.9211,East,Office Supplies,2017,8,2017-08,Normal,Normal
152.688,2,0.2,-26.7204,Central,Office Supplies,2015,12,2015-12,Normal,Normal
3.488,2,0.2,0.5668,Central,Office Supplies,2015,12,2015-12,Normal,Normal
5.888,2,0.2,-1.3248,Central,Office Supplies,2015,12,2015-12,Normal,Normal
153.552,3,0.2,51.8238,West,Office Supplies,2017,12,2017-12,Normal,Normal
270.62,2,0.0,2.7062,West,Office Supplies,2017,12,2017-12,Normal,Normal
468.9,6,0.0,206.316,East,Technology,2016,9,2016-09,Normal,Normal
72.48,2,0.0,30.4416,East,Technology,2016,9,2016-09,Normal,Normal
10.95,3,0.0,3.285,East,Office Supplies,2016,9,2016-09,Normal,Normal
191.82,3,0.0,61.3824,East,Furniture,2016,9,2016-09,Normal,Normal
151.056,9,0.2,7.5528,Central,Office Supplies,2017,8,2017-08,Normal,Normal
25.16,5,0.6,-11.322,Central,Furniture,2014,2,2014-02,Normal,Normal
6.216,6,0.8,-9.6348,Central,Office Supplies,2016,11,2016-11,Normal,Normal
23.616,9,0.2,2.6568,Central,Office Supplies,2016,11,2016-11,Normal,Normal
24.032,2,0.2,-0.6008,Central,Technology,2016,11,2016-11,Normal,Normal
2.088,1,0.2,0.6786,Central,Office Supplies,2016,11,2016-11,Normal,Normal
4.488,6,0.8,-6.732,Central,Office Supplies,2016,11,2016-11,Normal,Normal
29.22,3,0.0,12.8568,West,Furniture,2015,12,2015-12,Normal,Normal
6.48,1,0.0,3.1104,South,Office Supplies,2015,6,2015-06,Normal,Normal
1.188,2,0.7,-0.99,West,Office Supplies,2017,12,2017-12,Normal,Normal
272.646,3,0.1,18.1764,East,Furniture,2017,9,2017-09,Normal,Normal
